Wall time,Step,Value
1661888441.8168516,0,0.3209257423877716
1661888469.2255177,1,0.26553741097450256
1661888496.2920706,2,0.23730340600013733
1661888523.0401413,3,0.22948023676872253
1661888549.287321,4,0.22383923828601837
1661888574.640478,5,0.20825175940990448
1661888599.8990157,6,0.17858529090881348
1661888624.319055,7,0.15812991559505463
1661888649.7417727,8,0.14207400381565094
1661888674.739125,9,0.13034825026988983
1661888700.0135553,10,0.12340860813856125
1661888725.6220431,11,0.11793932318687439
1661888751.8989139,12,0.11504301428794861
1661888778.363193,13,0.11248521506786346
1661888804.8407555,14,0.1108463853597641
1661888831.0685318,15,0.1092597246170044
1661888857.6741786,16,0.10804998874664307
1661888884.019721,17,0.10647846758365631
1661888910.455275,18,0.10470432043075562
1661888936.943359,19,0.10316412150859833
1661888962.433753,20,0.10144373774528503
1661888987.3634112,21,0.10038851946592331
1661889012.2438965,22,0.10164711624383926
1661889036.4250116,23,0.09968722611665726
1661889059.9692621,24,0.09655101597309113
1661889082.5661328,25,0.0960223376750946
1661889104.876432,26,0.09398951381444931
1661889126.4206355,27,0.09398211538791656
1661889150.7876217,28,0.09272216260433197
1661889176.832131,29,0.09184493124485016
1661889204.4176683,30,0.091387540102005
1661889232.0678139,31,0.09016262739896774
1661889259.779538,32,0.08976515382528305
1661889287.405784,33,0.08948228508234024
1661889315.1411705,34,0.08894658833742142
1661889342.1163685,35,0.08925362676382065
1661889368.522155,36,0.08749156445264816
1661889394.3198137,37,0.08664345741271973
1661889419.3999484,38,0.08601486682891846
1661889444.2099922,39,0.08573789149522781
1661889468.4099154,40,0.08532169461250305
1661889492.1930194,41,0.08460183441638947
1661889516.198896,42,0.08423695713281631
1661889540.5793915,43,0.08355268836021423
1661889565.4017346,44,0.08323594182729721
1661889590.7009099,45,0.08283347636461258
1661889616.4015007,46,0.08260827511548996
1661889642.0763657,47,0.08299107104539871
1661889666.7748957,48,0.0822705402970314
1661889691.738006,49,0.08165384829044342
1661889716.3346522,50,0.081631600856781
1661889740.3293252,51,0.08031092584133148
1661889762.95556,52,0.08037802577018738
1661889784.886018,53,0.08156776428222656
1661889806.2935607,54,0.0794377326965332
1661889829.9877987,55,0.0800173431634903
1661889855.721246,56,0.08081981539726257
1661889882.8631828,57,0.07865888625383377
1661889910.9556856,58,0.07881369441747665
1661889938.710031,59,0.07894677668809891
1661889966.0264156,60,0.07874729484319687
1661889992.201827,61,0.07774382084608078
1661890018.837916,62,0.07667344063520432
1661890045.9126558,63,0.07784678041934967
1661890073.0205202,64,0.077677421271801
1661890100.593626,65,0.07610674202442169
1661890126.9670677,66,0.0783957839012146
1661890152.984004,67,0.07661992311477661
1661890180.6355417,68,0.07614896446466446
1661890207.5105112,69,0.07609014958143234
1661890234.3615339,70,0.07654009014368057
1661890260.3574815,71,0.07630493491888046
1661890286.6955662,72,0.07643583416938782
1661890312.6293747,73,0.0764271542429924
1661890338.2486978,74,0.0758594498038292
1661890362.1353667,75,0.07361821085214615
1661890384.4094002,76,0.07479151338338852
1661890407.2481015,77,0.07630608975887299
1661890429.1862442,78,0.0753510370850563
1661890453.3640568,79,0.0744226723909378
1661890479.1221056,80,0.07579565793275833
1661890506.1157777,81,0.07411610335111618
1661890533.409858,82,0.07284580916166306
1661890559.4852438,83,0.0722804069519043
1661890586.152946,84,0.07204721122980118
1661890613.4524806,85,0.07360042631626129
1661890641.217293,86,0.07269459217786789
1661890669.4353967,87,0.07174547016620636
1661890696.7281504,88,0.07319629937410355
1661890724.0782905,89,0.0705498680472374
1661890751.3331084,90,0.07128013670444489
1661890777.8853545,91,0.07105422765016556
1661890804.0324593,92,0.07307547330856323
1661890830.90849,93,0.07186364382505417
1661890858.2021627,94,0.07469292730093002
1661890885.7931058,95,0.070538729429245
1661890913.346101,96,0.06992626190185547
1661890940.145547,97,0.07238427549600601
1661890966.572871,98,0.0692201629281044
1661890993.3745067,99,0.07029654830694199
1661891020.3851202,100,0.0689980611205101
1661891047.6761081,101,0.06892987340688705
1661891075.129093,102,0.07134207338094711
1661891101.9972615,103,0.07290393859148026
1661891128.414072,104,0.06919006258249283
1661891153.6827042,105,0.06763181835412979
1661891176.5467174,106,0.06733032315969467
1661891199.0388577,107,0.06789745390415192
1661891221.4271293,108,0.06772280484437943
1661891243.0948534,109,0.06879361718893051
1661891266.5793521,110,0.06749850511550903
1661891291.4647603,111,0.0701306164264679
1661891316.2107632,112,0.06812476366758347
1661891341.8347635,113,0.06762527674436569
1661891368.5088975,114,0.06748431921005249
1661891395.2628074,115,0.0669841542840004
1661891421.6938934,116,0.06549716740846634
1661891447.8305078,117,0.06918216496706009
1661891473.6801987,118,0.06519702076911926
1661891500.2115545,119,0.0668901577591896
1661891527.146519,120,0.06590460985898972
1661891553.2657785,121,0.06598088890314102
1661891579.462322,122,0.06435905396938324
1661891606.4177642,123,0.06530702859163284
1661891633.3698325,124,0.06395120918750763
1661891659.5128846,125,0.06424067169427872
1661891684.608904,126,0.06247454136610031
1661891707.3216364,127,0.06760920584201813
1661891729.6210997,128,0.06321129947900772
1661891752.1853402,129,0.06253430247306824
1661891775.6375263,130,0.0645681768655777
1661891801.575233,131,0.06263390928506851
1661891828.2083673,132,0.06078723445534706
1661891855.5023022,133,0.06013365089893341
1661891882.8065686,134,0.059909891337156296
1661891909.2094517,135,0.05818680673837662
1661891936.0483327,136,0.061058178544044495
1661891963.1970327,137,0.058712925761938095
1661891990.609952,138,0.055350907146930695
1661892018.3664474,139,0.05402304604649544
1661892045.882061,140,0.05670132488012314
1661892073.5375667,141,0.05652547627687454
1661892100.9585667,142,0.051738377660512924
1661892128.1281657,143,0.05363592505455017
1661892154.3022926,144,0.054366741329431534
1661892179.8637383,145,0.05202576890587807
1661892205.7693052,146,0.05618699640035629
1661892232.4562964,147,0.0548781119287014
1661892258.3055856,148,0.05190759524703026
1661892283.122488,149,0.05390751734375954
1661892308.3887677,150,0.053073037415742874
1661892333.2504897,151,0.05271853506565094
1661892356.6498332,152,0.05237940698862076
1661892378.9480505,153,0.049283090978860855
1661892401.1797583,154,0.05374360829591751
1661892423.0040212,155,0.04788992926478386
1661892446.9547784,156,0.04860781133174896
1661892472.3319383,157,0.051335398107767105
1661892499.0166528,158,0.05068838968873024
1661892526.5379272,159,0.048080574721097946
1661892553.118451,160,0.04855083301663399
1661892579.373375,161,0.04850909113883972
1661892605.8086717,162,0.04856475442647934
1661892633.3441083,163,0.04960434138774872
1661892660.7317438,164,0.047512538731098175
1661892687.943285,165,0.046606190502643585
1661892714.196497,166,0.04540117084980011
1661892740.173332,167,0.04788240045309067
1661892765.705155,168,0.045334357768297195
1661892791.1378124,169,0.047229986637830734
1661892816.8968227,170,0.05023482069373131
1661892842.4233153,171,0.047088734805583954
1661892867.8379183,172,0.04491907358169556
1661892892.9746408,173,0.04354403540492058
1661892918.0114217,174,0.04345106706023216
1661892941.8794944,175,0.045379769057035446
1661892964.189836,176,0.04419674724340439
1661892986.5024498,177,0.04133481904864311
1661893008.8307178,178,0.04632432758808136
1661893031.3734112,179,0.04387670010328293
1661893055.5862992,180,0.04577556625008583
1661893080.8079631,181,0.042427029460668564
1661893106.1669314,182,0.041016727685928345
1661893133.3053885,183,0.04181423783302307
1661893161.3249352,184,0.039735060185194016
1661893188.6336355,185,0.04200427979230881
1661893215.8466246,186,0.041153404861688614
1661893243.0650918,187,0.043770577758550644
1661893269.186829,188,0.04121517762541771
1661893295.343765,189,0.03899025544524193
1661893321.1413395,190,0.03947479650378227
1661893346.8292336,191,0.03927668556571007
1661893371.8668642,192,0.03824177756905556
1661893395.316962,193,0.0394083596765995
1661893417.274612,194,0.03925701603293419
1661893439.662452,195,0.04031781852245331
1661893461.5986733,196,0.03914688155055046
1661893485.6156235,197,0.038660939782857895
