Wall time,Step,Value
1661412138.275337,0,11311.7685546875
1661412179.6034558,1,9287.6171875
1661412220.6659768,2,5325.77294921875
1661412261.5209436,3,3397.38232421875
1661412302.2085955,4,2557.080810546875
1661412342.9512546,5,1934.6119384765625
1661412383.538364,6,1517.3681640625
1661412424.135926,7,1316.386962890625
1661412464.9554374,8,1129.23095703125
1661412505.4870634,9,998.9552612304688
1661412546.3881044,10,896.9487915039062
1661412587.0117812,11,806.69677734375
1661412627.9165668,12,746.048828125
1661412668.6140006,13,683.322265625
1661412709.2951496,14,639.245361328125
1661412749.8934882,15,599.5346069335938
1661412790.555642,16,575.2738037109375
1661412831.7169807,17,542.9700927734375
1661412872.3430037,18,517.9716186523438
1661412913.1030593,19,490.7180480957031
1661412953.6403208,20,472.56768798828125
1661412994.4362576,21,453.6172180175781
1661413034.8597074,22,427.9328308105469
1661413075.5544503,23,416.7560729980469
1661413115.9115002,24,397.45428466796875
1661413156.5273445,25,385.36749267578125
1661413197.100812,26,364.35040283203125
1661413237.2467487,27,342.9639892578125
1661413277.0961242,28,328.8752136230469
1661413317.4020865,29,310.49139404296875
1661413357.4978414,30,305.0339660644531
1661413397.64075,31,299.087158203125
1661413437.862988,32,283.0559387207031
1661413477.9661415,33,279.31597900390625
1661413518.26874,34,277.64385986328125
1661413558.495884,35,267.4512023925781
1661413598.2286263,36,253.09048461914062
1661413638.1272411,37,248.895263671875
1661413678.5077603,38,246.4966583251953
1661413718.3143032,39,239.85995483398438
1661413758.2673514,40,236.61514282226562
1661413798.2944973,41,239.0885772705078
1661413838.463123,42,226.46115112304688
1661413878.3714254,43,223.98194885253906
1661413918.4541113,44,227.9309844970703
1661413957.9513717,45,227.26925659179688
1661413997.5940063,46,215.917236328125
1661414037.559244,47,219.1513214111328
1661414077.1847947,48,209.33326721191406
1661414117.4008217,49,207.1728057861328
1661414157.183446,50,204.30584716796875
1661414196.6317406,51,201.44480895996094
1661414236.3578744,52,199.8665008544922
1661414276.3378403,53,199.95162963867188
1661414316.2737334,54,205.5935516357422
1661414355.8721921,55,204.16026306152344
1661414395.5473454,56,190.66285705566406
1661414435.1985645,57,189.8555908203125
1661414475.038938,58,189.76873779296875
1661414514.4237218,59,186.42984008789062
1661414553.8477836,60,195.9812774658203
1661414593.3183231,61,186.5369873046875
1661414632.556936,62,181.43045043945312
1661414672.1878016,63,182.48089599609375
1661414711.7952816,64,177.74899291992188
1661414751.5769358,65,180.46694946289062
1661414790.9519103,66,177.3430633544922
1661414830.1353185,67,180.01834106445312
1661414869.2581246,68,173.04708862304688
1661414908.1595266,69,171.84927368164062
1661414947.402405,70,170.2348175048828
1661414986.6495497,71,170.36856079101562
1661415025.9984157,72,166.7563018798828
1661415065.8178802,73,175.3186798095703
1661415105.4461148,74,170.12384033203125
1661415144.56914,75,181.83120727539062
1661415183.644148,76,167.20628356933594
1661415222.5342183,77,161.58123779296875
1661415261.3929796,78,160.96099853515625
1661415300.8859632,79,160.1498260498047
1661415340.2888741,80,171.57041931152344
1661415379.8794045,81,182.40696716308594
1661415419.4854171,82,159.2798614501953
1661415459.2769547,83,156.86004638671875
1661415499.1694968,84,157.76348876953125
1661415538.648055,85,155.24044799804688
1661415577.9513721,86,156.10513305664062
1661415617.5119512,87,154.4476318359375
1661415657.1767237,88,155.4229736328125
1661415696.8236597,89,153.5601348876953
1661415737.084381,90,170.8269805908203
1661415776.8803165,91,152.87142944335938
1661415816.8935819,92,159.75750732421875
1661415856.9304485,93,149.8415985107422
1661415897.031689,94,145.4740447998047
1661415937.0089092,95,161.302490234375
1661415976.7725046,96,151.48060607910156
1661416016.868383,97,148.5837860107422
1661416056.6792727,98,147.1044464111328
1661416096.2421417,99,149.011962890625
1661416136.5149465,100,146.75811767578125
1661416175.9870996,101,141.75466918945312
1661416215.3943677,102,141.69631958007812
1661416254.6818316,103,146.9397430419922
1661416294.1345723,104,137.47293090820312
1661416334.7198868,105,148.22259521484375
1661416374.5904748,106,138.1053924560547
1661416415.3800604,107,137.82460021972656
1661416455.1428576,108,145.76324462890625
1661416495.5602894,109,138.90147399902344
1661416536.1981955,110,133.98410034179688
1661416576.9553318,111,133.35421752929688
1661416618.8375652,112,137.7481689453125
1661416661.8828523,113,136.98968505859375
1661416704.6890295,114,138.27520751953125
1661416747.0832703,115,131.5701446533203
1661416789.5131745,116,128.32876586914062
1661416831.6330776,117,127.00784301757812
1661416872.2788386,118,142.91241455078125
1661416912.7694774,119,129.573486328125
1661416953.5832088,120,129.06663513183594
1661416993.7984757,121,129.43394470214844
1661417033.9584186,122,127.74007415771484
1661417073.5997415,123,130.2587127685547
1661417113.712064,124,132.38113403320312
1661417153.6802778,125,132.12948608398438
1661417193.4624348,126,133.6888427734375
1661417233.0693538,127,138.27639770507812
1661417272.9655879,128,126.95777130126953
1661417312.751034,129,160.181884765625
1661417352.5403857,130,136.51942443847656
1661417392.16227,131,119.40678405761719
1661417432.225228,132,119.8804931640625
1661417471.6392176,133,117.5928955078125
1661417511.199666,134,122.2138900756836
1661417550.9372537,135,117.28841400146484
1661417590.5918043,136,115.33940887451172
1661417630.4169948,137,116.7988510131836
1661417670.616333,138,115.09681701660156
1661417710.6754434,139,116.83858489990234
1661417750.6409044,140,119.90130615234375
1661417791.0861833,141,130.216796875
1661417831.3912568,142,113.80802917480469
1661417871.3518848,143,130.8507537841797
1661417911.5893636,144,122.06887817382812
1661417951.4574027,145,112.99209594726562
1661417991.2767816,146,110.20093536376953
1661418030.4194107,147,114.7215576171875
1661418070.3750248,148,120.22306823730469
1661418109.8554118,149,108.37228393554688
1661418149.6044185,150,115.74236297607422
1661418189.3124795,151,109.84532928466797
1661418229.7847795,152,118.81214904785156
1661418269.9500928,153,107.7184829711914
1661418310.1584766,154,113.3616943359375
1661418350.8156118,155,109.02143096923828
1661418391.5797002,156,105.42256164550781
1661418432.4590712,157,107.72677612304688
1661418473.602509,158,107.52890014648438
1661418514.254716,159,105.88388061523438
1661418554.693082,160,104.39469146728516
