Wall time,Step,Value
1661888441.7551997,0,0.38116830587387085
1661888468.9545827,1,0.3271816074848175
1661888496.0058842,2,0.26676180958747864
1661888522.8465567,3,0.24633373320102692
1661888549.3915215,4,0.23658636212348938
1661888574.779621,5,0.22591844201087952
1661888599.588709,6,0.20394450426101685
1661888624.4110754,7,0.18319076299667358
1661888649.5855248,8,0.1580454558134079
1661888674.7381327,9,0.1391938030719757
1661888699.830324,10,0.1291891485452652
1661888725.3903823,11,0.12263727933168411
1661888751.5662334,12,0.11789193004369736
1661888777.9939938,13,0.11437615007162094
1661888804.1194894,14,0.11114809662103653
1661888830.5918307,15,0.1083168089389801
1661888856.4485447,16,0.10532918572425842
1661888882.6158369,17,0.10265957564115524
1661888908.3099349,18,0.10068423300981522
1661888932.9304333,19,0.09800812602043152
1661888956.414632,20,0.09542540460824966
1661888978.4040701,21,0.09411004930734634
1661889000.8038063,22,0.09459590166807175
1661889023.0449271,23,0.0910644605755806
1661889046.1361334,24,0.08906915038824081
1661889070.4365911,25,0.088831327855587
1661889095.3109941,26,0.08681312948465347
1661889121.5460162,27,0.08641210943460464
1661889148.7504046,28,0.08568604290485382
1661889176.1884744,29,0.08434467762708664
1661889204.1753476,30,0.08380255103111267
1661889231.7466903,31,0.08284935355186462
1661889259.3596735,32,0.08326594531536102
1661889287.547605,33,0.08322526514530182
1661889314.7858288,34,0.08207996934652328
1661889341.9136932,35,0.08159095793962479
1661889368.6246803,36,0.08096088469028473
1661889394.4316902,37,0.0814766064286232
1661889418.9075022,38,0.07978416234254837
1661889443.5931597,39,0.0789765864610672
1661889467.5969179,40,0.07850798964500427
1661889491.567134,41,0.07930327951908112
1661889515.4052784,42,0.07808050513267517
1661889539.4182892,43,0.07735561579465866
1661889563.7596555,44,0.07747041434049606
1661889588.4114692,45,0.07721560448408127
1661889612.7643995,46,0.07681645452976227
1661889636.413257,47,0.07613088935613632
1661889658.8995163,48,0.07796721160411835
1661889681.2228382,49,0.07570008188486099
1661889703.3382287,50,0.07380946725606918
1661889725.589384,51,0.07424245029687881
1661889749.9198873,52,0.07574459910392761
1661889774.931797,53,0.07481632381677628
1661889800.03105,54,0.07396500557661057
1661889826.53335,55,0.07467539608478546
1661889854.0237534,56,0.07298077642917633
1661889882.241906,57,0.07340817898511887
1661889910.53437,58,0.07200919836759567
1661889937.9131017,59,0.07117202877998352
1661889964.5193105,60,0.07404682040214539
1661889990.4024768,61,0.07219796627759933
1661890016.4833817,62,0.06968653202056885
1661890042.7062633,63,0.06901279091835022
1661890068.649583,64,0.06943000108003616
1661890093.6481714,65,0.06917513906955719
1661890115.4534433,66,0.06794896721839905
1661890138.2082176,67,0.0685930848121643
1661890159.7133155,68,0.06663334369659424
1661890183.7264612,69,0.06640235334634781
1661890209.3331409,70,0.06629422307014465
1661890235.4771042,71,0.06573189795017242
1661890261.8611639,72,0.06554830074310303
1661890288.5881922,73,0.06445100903511047
1661890315.9097018,74,0.06365881115198135
1661890343.3140993,75,0.06255024671554565
1661890370.131312,76,0.06370989978313446
1661890396.178043,77,0.06212345510721207
1661890422.8641639,78,0.06180499494075775
1661890449.8419523,79,0.06158611923456192
1661890477.8933215,80,0.06124919280409813
